"Päivitetty","Osio","Kategoria","Nimi","URL","Lähde","Tarkistus","HTTP","Turvallisuus","Lopullinen URL","Alkuperäinen domain","Lopullinen domain","Domain vaihtui","RDAP-signaali","Sisältösignaali","Sivun otsikko","Riskipisteet","Suositus","Manuaalinen tila","Luottamustaso","Huomiot"
"25.8.2026 klo 15.13","Lehdet","Suomalaiset paikallislehdet","Vaarojen Sanomat","http://www.vaarojensanomat.fi","localNewspaperLinks.ts","ok","200","huomio","https://www.vaarojensanomat.fi/-6.1.0d4abcd258","vaarojensanomat.fi","vaarojensanomat.fi","ei","RDAP 429","ok","Vaarojen Sanomat","70","piilota","","","Ei HTTPS-yhteyttä; Ei HTTPS-yhteyttä; Turvallisuushuomio"
"25.8.2026 klo 15.13","Lehdet","Suomalaiset paikallislehdet","Viiskunta","http://www.viiskunta.fi","localNewspaperLinks.ts","ok","200","huomio","https://www.viiskunta.fi/","viiskunta.fi","viiskunta.fi","ei","RDAP 429","ok","Etusivu | Viiskunta","70","piilota","","","Ei HTTPS-yhteyttä; Ei HTTPS-yhteyttä; Turvallisuushuomio"
"25.8.2026 klo 15.13","Lehdet","Suomalaiset paikallislehdet","Viitasaaren Seutu","http://www.viitasaarenseutu.fi/","localNewspaperLinks.ts","ok","200","huomio","https://www.viitasaarenseutu.fi/","viitasaarenseutu.fi","viitasaarenseutu.fi","ei","RDAP 429","ok","Etusivu | Viitasaaren Seutu","70","piilota","","","Ei HTTPS-yhteyttä; Ei HTTPS-yhteyttä; Turvallisuushuomio"
"25.8.2026 klo 15.13","Lehdet","Suomalaiset paikallislehdet","Ykkössanomat","http://www.ykkossanomat.fi/","localNewspaperLinks.ts","ok","200","huomio","http://www.ykkossanomat.fi/","ykkossanomat.fi","ykkossanomat.fi","ei","RDAP 429","huomio","test — Ravintola EstsetARDEQssa","145","piilota","","","Ei HTTPS-yhteyttä; Sivun otsikko tai sisältö ei selvästi vastaa linkin nimeä; Ei HTTPS-yhteyttä; Turvallisuushuomio; Lopullinen osoite ei käytä HTTPS-yhteyttä; Sisältötarkistus vaatii huomiota"
"25.8.2026 klo 15.13","Lehdet","Suomalaiset paikallislehdet","Ähtärinjärven Uutisnuotta","http://www.ahtarinjarvenuutisnuotta.net/","localNewspaperLinks.ts","ok","200","huomio","https://www.ahtarinjarvenuutisnuotta.net/","ahtarinjarvenuutisnuotta.net","ahtarinjarvenuutisnuotta.net","ei","RDAP 429","ok","Ähtärijärven Uutisnuotta","70","piilota","","","Ei HTTPS-yhteyttä; Ei HTTPS-yhteyttä; Turvallisuushuomio"
"25.8.2026 klo 15.13","Paikallinen ohjattu liikunta","Alueelliset","Akaa - Liikuntaryhmät 2026","https://akaa.fi/tee-ja-viihdy/liikunta/erityisryhmien-liikunta/liikuntaryhmat/","localExerciseLinks.ts","huomio","404","ok","https://akaa.fi/tee-ja-viihdy/liikunta/erityisryhmien-liikunta/liikuntaryhmat/","akaa.fi","akaa.fi","ei","RDAP 429","ei tarkistettu","","70","piilota","","","HTTP 404; HTTP 404"
"25.8.2026 klo 15.13","Paikallinen ohjattu liikunta","Alueelliset","Kiuruvesi - Ohjatut liikuntaryhmät 2025-2026","https://kiuruvesi.fi/palvelut/liikunta-ja-ulkoilu/ohjatut-liikuntaryhmat-2024-2025/","localExerciseLinks.ts","huomio","404","ok","https://kiuruvesi.fi/palvelut/liikunta-ja-ulkoilu/ohjatut-liikuntaryhmat-2024-2025/","kiuruvesi.fi","kiuruvesi.fi","ei","RDAP 429","ei tarkistettu","","70","piilota","","","HTTP 404; HTTP 404"
"25.8.2026 klo 15.13","Paikallinen ohjattu liikunta","Alueelliset","Kuopio - Vertaisohjatut liikuntaryhmät","https://www.kuopio.fi/vapaa-aika-ja-hyvinvointi/liikkuva-kuopio/vertaisohjattu-liikunta/vertaisohjatut-liikuntarymat/","localExerciseLinks.ts","huomio","404","ok","https://www.kuopio.fi/vapaa-aika-ja-hyvinvointi/liikkuva-kuopio/vertaisohjattu-liikunta/vertaisohjatut-liikuntarymat/","kuopio.fi","kuopio.fi","ei","RDAP 429","ei tarkistettu","","70","piilota","","","HTTP 404; HTTP 404"
"25.8.2026 klo 15.13","Paikallinen ohjattu liikunta","Alueelliset","Lappeenranta - Suosikit","https://lappeenranta.fi/fi/kulttuuri-ja-liikunta/liikunta/ohjattu-liikunta/terveysliikunta-syksy-2025/ohjattujen-liikuntaryhmien-tuntikuvaukset","localExerciseLinks.ts","huomio","404","ok","https://lappeenranta.fi/fi/kulttuuri-ja-liikunta/liikunta/ohjattu-liikunta/terveysliikunta-syksy-2025/ohjattujen-liikuntaryhmien-tuntikuvaukset","lappeenranta.fi","lappeenranta.fi","ei","RDAP 429","ei tarkistettu","","70","piilota","","","HTTP 404; HTTP 404"
"25.8.2026 klo 15.13","Paikallinen ohjattu liikunta","Alueelliset","Petäjävesi - Soveltava liikunta","https://www.petajavesi.fi/vapaa-aika-ja-kulttuuri/vapaa-ajan-palvelut2017/soveltava-liikunta","localExerciseLinks.ts","huomio","404","ok","https://www.petajavesi.fi/vapaa-aika-ja-kulttuuri/vapaa-ajan-palvelut2017/soveltava-liikunta","petajavesi.fi","petajavesi.fi","ei","RDAP 429","ei tarkistettu","","70","piilota","","","HTTP 404; HTTP 404"
"25.8.2026 klo 15.13","Paikallinen ohjattu liikunta","Alueelliset","Pori - Kesäliikunta","https://www.pori.fi/vapaa-aika/liikunta/ohjattu-liikunta/kesaliikunta/","localExerciseLinks.ts","huomio","404","ok","https://www.pori.fi/vapaa-aika/liikunta/ohjattu-liikunta/kesaliikunta/","pori.fi","pori.fi","ei","RDAP 429","ei tarkistettu","","70","piilota","","","HTTP 404; HTTP 404"
"25.8.2026 klo 15.13","Paikallinen ohjattu liikunta","Alueelliset","Pudasjärvi - Liikuntaryhmät","https://www.pudasjarvi.fi/liikuntapalvelut/liikuntatarjonta/","localExerciseLinks.ts","huomio","404","ok","https://www.pudasjarvi.fi/liikuntapalvelut/liikuntatarjonta/","pudasjarvi.fi","pudasjarvi.fi","ei","RDAP 429","ei tarkistettu","","70","piilota","","","HTTP 404; HTTP 404"
"25.8.2026 klo 15.13","Paikallinen ohjattu liikunta","Alueelliset","Savukoski - Kevään 2026 liikuntaryhmät","https://www.savukoski.fi/news-article/liikuntapalvelut/","localExerciseLinks.ts","huomio","404","ok","https://www.savukoski.fi/news-article/liikuntapalvelut/","savukoski.fi","savukoski.fi","ei","RDAP 429","ei tarkistettu","","70","piilota","","","HTTP 404; HTTP 404"
"25.8.2026 klo 15.13","Paikalliset erikoislinkit","Julkinen liikenne","A. Lamminmäki Kihniö-Parkano","https://www.matkahuolto.fi/matkustajat/lamminmaen-liput-kankaanpaa-parkano","localServices.ts","ok","200","ok","https://www.matkahuolto.fi/matkustajat/lamminmaen-liput-kankaanpaa-parkano","matkahuolto.fi","matkahuolto.fi","ei","Oy Matkahuolto Ab","huomio","Lamminmäen liput - Matkahuolto","35","tarkista","","","Sivun otsikko tai sisältö ei selvästi vastaa linkin nimeä; Sisältötarkistus vaatii huomiota"
"25.8.2026 klo 15.13","Paikalliset erikoislinkit","Julkinen liikenne","Hausjärven joukkoliikenne","https://www.hausjarvi.fi/asuminen-ja-rakentaminen/kadut-liikenne-ja-yleiset-alueet/joukkoliikenne/","localServices.ts","huomio","500","ok","https://www.hausjarvi.fi/asuminen-ja-rakentaminen/kadut-liikenne-ja-yleiset-alueet/joukkoliikenne/","hausjarvi.fi","hausjarvi.fi","ei","RDAP 429","ei tarkistettu","","60","piilota","","","HTTP 500; HTTP 500"
"25.8.2026 klo 15.13","Paikalliset erikoislinkit","Julkinen liikenne","HSL","https://www.hsl.fi/","localServices.ts","huomio","403","ok","https://www.hsl.fi/","hsl.fi","hsl.fi","ei","HSL Helsingin seudun liikenne","ei tarkistettu","","30","tarkista","","","HTTP 403; HTTP 403"
"25.8.2026 klo 15.13","Paikalliset erikoislinkit","Julkinen liikenne","INGSVA Go","https://www.matkahuolto.fi/matkustajat/kokkola-kristiinankaupunki","localServices.ts","ok","200","ok","https://www.matkahuolto.fi/matkustajat/kokkola-kristiinankaupunki","matkahuolto.fi","matkahuolto.fi","ei","Oy Matkahuolto Ab","huomio","Kokkola-Kristiinankaupunki | Matkahuolto - Matkahuolto","35","tarkista","","","Sivun otsikko tai sisältö ei selvästi vastaa linkin nimeä; Sisältötarkistus vaatii huomiota"
"25.8.2026 klo 15.13","Paikalliset erikoislinkit","Julkinen liikenne","Kuhmoisten julkinen liikenne","https://www.kuhmoinen.fi/asuminen%20ja%20ymp%C3%A4rist%C3%B6/kadut%20ja%20liikenne/julkinen%20liikenne/","localServices.ts","ok","200","ok","https://www.kuhmoinen.fi/asuminen%20ja%20ymp%C3%A4rist%C3%B6/kadut%20ja%20liikenne/julkinen%20liikenne/","kuhmoinen.fi","kuhmoinen.fi","ei","RDAP 429","huomio","This site requires javascript","35","tarkista","","","Sivun otsikko tai sisältö ei selvästi vastaa linkin nimeä; Sisältötarkistus vaatii huomiota"
"25.8.2026 klo 15.13","Paikalliset erikoislinkit","Julkinen liikenne","Kuusamon paikallisliikenne","https://www.kuusamo.fi/asuminen-ja-ymparisto/asuminen/paikallisliikenne/","localServices.ts","huomio","500","ok","https://www.kuusamo.fi/asuminen-ja-ymparisto/asuminen/paikallisliikenne/","kuusamo.fi","kuusamo.fi","ei","RDAP 429","ei tarkistettu","","60","piilota","","","HTTP 500; HTTP 500"
"25.8.2026 klo 15.13","Paikalliset erikoislinkit","Julkinen liikenne","Lopen joukkoliikenne","https://www.loppi.fi/asuminen-ja-ymparisto/joukkoliikenne/","localServices.ts","huomio","500","ok","https://www.loppi.fi/asuminen-ja-ymparisto/joukkoliikenne/","loppi.fi","loppi.fi","ei","RDAP 429","ei tarkistettu","","60","piilota","","","HTTP 500; HTTP 500"
"25.8.2026 klo 15.13","Paikalliset erikoislinkit","Julkinen liikenne","Luodon joukkoliikenne","https://larsmo.fi/boende-och-miljo/vagar-bathamnar-och-almanna-omraden/vagar-och-trafikleder/kollektivtrafik/","localServices.ts","ok","200","ok","https://larsmo.fi/boende-och-miljo/vagar-bathamnar-och-almanna-omraden/vagar-och-trafikleder/kollektivtrafik/","larsmo.fi","larsmo.fi","ei","RDAP 429","huomio","Kollektivtrafik &#187; Larsmo Larsmo","35","tarkista","","","Sivun otsikko tai sisältö ei selvästi vastaa linkin nimeä; Sisältötarkistus vaatii huomiota"
"25.8.2026 klo 15.13","Paikalliset erikoislinkit","Julkinen liikenne","Merijärven liikenneyhteydet","https://www.merijarvi.fi/hallinto-ja-paatoksenteko/kuntainfo","localServices.ts","ok","200","ok","https://www.merijarvi.fi/hallinto-ja-paatoksenteko/kuntainfo","merijarvi.fi","merijarvi.fi","ei","RDAP 429","huomio","Kuntainfo | Merijärvi","35","tarkista","","","Sivun otsikko tai sisältö ei selvästi vastaa linkin nimeä; Sisältötarkistus vaatii huomiota"
"25.8.2026 klo 15.13","Paikalliset erikoislinkit","Julkinen liikenne","OnniBus Kyyjärvi","https://www.onnibus.com/kyyjarvi-kauppakeskus-paletti","localServices.ts","huomio","403","ok","https://www.onnibus.com/kyyjarvi-kauppakeskus-paletti","onnibus.com","onnibus.com","ei","RDAP 429","ei tarkistettu","","30","tarkista","","","HTTP 403; HTTP 403"
"25.8.2026 klo 15.13","Paikalliset erikoislinkit","Julkinen liikenne","Pietarsaaren liikenneyhteydet","https://jakobstad.fi/trafikforbindelser","localServices.ts","ok","200","ok","https://jakobstad.fi/trafikforbindelser","jakobstad.fi","jakobstad.fi","ei","RDAP 429","huomio","Trafikförbindelser - Jakobstad","35","tarkista","","","Sivun otsikko tai sisältö ei selvästi vastaa linkin nimeä; Sisältötarkistus vaatii huomiota"
"25.8.2026 klo 15.13","Paikalliset erikoislinkit","Julkinen liikenne","Riihimäen joukkoliikenne","https://www.riihimaki.fi/asu-ja-rakenna/liikenne-ja-kadut/joukkoliikenne/","localServices.ts","huomio","500","ok","https://www.riihimaki.fi/asu-ja-rakenna/liikenne-ja-kadut/joukkoliikenne/","riihimaki.fi","riihimaki.fi","ei","RDAP 429","ei tarkistettu","","60","piilota","","","HTTP 500; HTTP 500"
"25.8.2026 klo 15.13","Paikalliset erikoislinkit","Julkinen liikenne","Vöyrin joukkoliikenne","https://www.vora.fi/tjanster/trafik-och-vagar","localServices.ts","ok","200","ok","https://www.vora.fi/tjanster/trafik-och-vagar","vora.fi","vora.fi","ei","RDAP 429","huomio","Vägar i Vörå Kommun","35","tarkista","","","Sivun otsikko tai sisältö ei selvästi vastaa linkin nimeä; Sisältötarkistus vaatii huomiota"
"25.8.2026 klo 15.13","Paikalliset erikoislinkit","Palveluliikenne","Hausjärvi palvelulinja","https://www.hausjarvi.fi/asuminen-ja-rakentaminen/kadut-liikenne-ja-yleiset-alueet/joukkoliikenne/","localServiceTransportLinks.ts","huomio","500","ok","https://www.hausjarvi.fi/asuminen-ja-rakentaminen/kadut-liikenne-ja-yleiset-alueet/joukkoliikenne/","hausjarvi.fi","hausjarvi.fi","ei","RDAP 429","ei tarkistettu","","60","piilota","","","HTTP 500; HTTP 500"
"25.8.2026 klo 15.13","Paikalliset erikoislinkit","Palveluliikenne","HSL Espoon lähibussit","https://www.hsl.fi/matkustaminen/lahibussit","localServiceTransportLinks.ts","huomio","403","ok","https://www.hsl.fi/matkustaminen/lahibussit","hsl.fi","hsl.fi","ei","HSL Helsingin seudun liikenne","ei tarkistettu","","30","tarkista","","","HTTP 403; HTTP 403"
"25.8.2026 klo 15.13","Paikalliset erikoislinkit","Palveluliikenne","Hyrynsalmi palveluliikenne","https://hyrynsalmi.fi/asuminen-ja-ymparisto/tiet-ja-yleiset-alueet/asiointiliikenne/","localServiceTransportLinks.ts","ok","200","ok","https://hyrynsalmi.fi/asuminen-ja-ymparisto/tiet-ja-yleiset-alueet/asiointiliikenne/","hyrynsalmi.fi","hyrynsalmi.fi","ei","RDAP 429","huomio","Asiointiliikenne - Hyrynsalmen kunta","35","tarkista","","","Sivun otsikko tai sisältö ei selvästi vastaa linkin nimeä; Sisältötarkistus vaatii huomiota"
"25.8.2026 klo 15.13","Paikalliset erikoislinkit","Palveluliikenne","Joroinen palveluliikenne","https://www.joroinen.fi/asuminen-ja-ymparisto/liikenne/palveluliikenne-pali/","localServiceTransportLinks.ts","huomio","404","ok","https://www.joroinen.fi/asuminen-ja-ymparisto/liikenne/palveluliikenne-pali/","joroinen.fi","joroinen.fi","ei","RDAP 429","ei tarkistettu","","70","piilota","","","HTTP 404; HTTP 404"
"25.8.2026 klo 15.13","Paikalliset erikoislinkit","Palveluliikenne","Kirkkonummen lähibussit","https://kirkkonummi.fi/hsl-kirkkonummella-liikennoi-kaksi-kutsupohjaista-lahibussia/","localServiceTransportLinks.ts","ok","200","ok","https://kirkkonummi.fi/hsl-kirkkonummella-liikennoi-kaksi-kutsupohjaista-lahibussia/","kirkkonummi.fi","kirkkonummi.fi","ei","RDAP 429","huomio","HSL: Kirkkonummella liikennöi kaksi kutsupohjaista lähibussia  - Kirkkonummi","35","tarkista","","","Sivun otsikko tai sisältö ei selvästi vastaa linkin nimeä; Sisältötarkistus vaatii huomiota"
"25.8.2026 klo 15.13","Paikalliset erikoislinkit","Palveluliikenne","Kiuruvesi palveluliikenne","https://kiuruvesi.fi/asuminen-ja-ymparisto/liikenne/palveluliikenne/","localServiceTransportLinks.ts","huomio","404","ok","https://kiuruvesi.fi/asuminen-ja-ymparisto/liikenne/palveluliikenne/","kiuruvesi.fi","kiuruvesi.fi","ei","RDAP 429","ei tarkistettu","","70","piilota","","","HTTP 404; HTTP 404"
"25.8.2026 klo 15.13","Paikalliset erikoislinkit","Palveluliikenne","Kuhmoinen asiointiliikenne","https://www.kuhmoinen.fi/asuminen%20ja%20ymp%C3%A4rist%C3%B6/kadut%20ja%20liikenne/julkinen%20liikenne/","localServiceTransportLinks.ts","ok","200","ok","https://www.kuhmoinen.fi/asuminen%20ja%20ymp%C3%A4rist%C3%B6/kadut%20ja%20liikenne/julkinen%20liikenne/","kuhmoinen.fi","kuhmoinen.fi","ei","RDAP 429","huomio","This site requires javascript","35","tarkista","","","Sivun otsikko tai sisältö ei selvästi vastaa linkin nimeä; Sisältötarkistus vaatii huomiota"
"25.8.2026 klo 15.13","Paikalliset erikoislinkit","Palveluliikenne","Kuopio PALI-palveluliikenne","https://vilkku.kuopio.fi/pali","localServiceTransportLinks.ts","huomio","404","ok","https://vilkku.kuopio.fi/pali","kuopio.fi","kuopio.fi","ei","RDAP 429","ei tarkistettu","","70","piilota","","","HTTP 404; HTTP 404"
"25.8.2026 klo 15.13","Paikalliset erikoislinkit","Palveluliikenne","Kuusamo sivukylien asiointiliikenne","https://www.kuusamo.fi/asuminen-ja-ymparisto/asuminen/paikallisliikenne/","localServiceTransportLinks.ts","huomio","500","ok","https://www.kuusamo.fi/asuminen-ja-ymparisto/asuminen/paikallisliikenne/","kuusamo.fi","kuusamo.fi","ei","RDAP 429","ei tarkistettu","","60","piilota","","","HTTP 500; HTTP 500"
"25.8.2026 klo 15.13","Paikalliset erikoislinkit","Palveluliikenne","Lapinlahti asiointiliikenne","https://lapinlahti.fi/liikenne/","localServiceTransportLinks.ts","huomio","404","ok","https://lapinlahti.fi/liikenne/","lapinlahti.fi","lapinlahti.fi","ei","RDAP 429","ei tarkistettu","","70","piilota","","","HTTP 404; HTTP 404"
"25.8.2026 klo 15.13","Paikalliset erikoislinkit","Palveluliikenne","Loppi palveluliikenne","https://www.loppi.fi/asuminen-ja-ymparisto/joukkoliikenne/","localServiceTransportLinks.ts","huomio","500","ok","https://www.loppi.fi/asuminen-ja-ymparisto/joukkoliikenne/","loppi.fi","loppi.fi","ei","RDAP 429","ei tarkistettu","","60","piilota","","","HTTP 500; HTTP 500"
"25.8.2026 klo 15.13","Paikalliset erikoislinkit","Palveluliikenne","Luoto VIP-palvelulinja","https://larsmo.fi/vard-och-omsorg/seniortjanster/servicelinjen-vip/","localServiceTransportLinks.ts","ok","200","ok","https://larsmo.fi/vard-och-omsorg/seniortjanster/servicelinjen-vip/","larsmo.fi","larsmo.fi","ei","RDAP 429","huomio","Servicelinjen VIP &#187; Larsmo Larsmo","35","tarkista","","","Sivun otsikko tai sisältö ei selvästi vastaa linkin nimeä; Sisältötarkistus vaatii huomiota"
"25.8.2026 klo 15.13","Paikalliset erikoislinkit","Palveluliikenne","Outokumpu palveluliikenne","https://www.outokummunkaupunki.fi/asuminen-ja-ymparisto/kadut-ja-liikenne/joukkoliikenne/","localServiceTransportLinks.ts","ok","200","ok","https://www.outokummunkaupunki.fi/asuminen-ja-ymparisto/kadut-ja-liikenne/joukkoliikenne/","outokummunkaupunki.fi","outokummunkaupunki.fi","ei","RDAP 429","huomio","Joukkoliikenne - Outokummun kaupunki","35","tarkista","","","Sivun otsikko tai sisältö ei selvästi vastaa linkin nimeä; Sisältötarkistus vaatii huomiota"
"25.8.2026 klo 15.13","Paikalliset erikoislinkit","Palveluliikenne","Paimio palveluliikenne","https://www.paimio.fi/palvelu/palveluliikenne/","localServiceTransportLinks.ts","huomio","500","ok","https://www.paimio.fi/palvelu/palveluliikenne/","paimio.fi","paimio.fi","ei","RDAP 429","ei tarkistettu","","60","piilota","","","HTTP 500; HTTP 500"
"25.8.2026 klo 15.13","Paikalliset erikoislinkit","Palveluliikenne","Parikkala palveluliikenne","https://parikkala.fi/asuminen-ja-ymparisto/joukkoliikenne/","localServiceTransportLinks.ts","huomio","404","ok","https://parikkala.fi/asuminen-ja-ymparisto/joukkoliikenne/","parikkala.fi","parikkala.fi","ei","RDAP 429","ei tarkistettu","","70","piilota","","","HTTP 404; HTTP 404"
"25.8.2026 klo 15.13","Paikalliset erikoislinkit","Palveluliikenne","Pietarsaari Vippari","https://jakobstad.fi/trafikforbindelser","localServiceTransportLinks.ts","ok","200","ok","https://jakobstad.fi/trafikforbindelser","jakobstad.fi","jakobstad.fi","ei","RDAP 429","huomio","Trafikförbindelser - Jakobstad","35","tarkista","","","Sivun otsikko tai sisältö ei selvästi vastaa linkin nimeä; Sisältötarkistus vaatii huomiota"
"25.8.2026 klo 15.13","Paikalliset erikoislinkit","Palveluliikenne","Pudasjärvi palveluliikenne","https://www.pudasjarvi.fi/asuminen-ja-ymparisto/liikenneyhteydet/asiointiliikenne/","localServiceTransportLinks.ts","huomio","404","ok","https://www.pudasjarvi.fi/asuminen-ja-ymparisto/liikenneyhteydet/asiointiliikenne/","pudasjarvi.fi","pudasjarvi.fi","ei","RDAP 429","ei tarkistettu","","70","piilota","","","HTTP 404; HTTP 404"
"25.8.2026 klo 15.13","Paikalliset erikoislinkit","Palveluliikenne","Rantasalmi palveluliikenne","https://rantasalmi.fi/asuminen-ja-ymparisto/kadut-ja-liikenne/asiointiliikenne/","localServiceTransportLinks.ts","ok","200","ok","https://rantasalmi.fi/asuminen-ja-ymparisto/kadut-ja-liikenne/asiointiliikenne/","rantasalmi.fi","rantasalmi.fi","ei","RDAP 429","huomio","Asiointiliikenne | Rantasalmen kunta","35","tarkista","","","Sivun otsikko tai sisältö ei selvästi vastaa linkin nimeä; Sisältötarkistus vaatii huomiota"
"25.8.2026 klo 15.13","Paikalliset erikoislinkit","Palveluliikenne","Riihimäki R-kyyti","https://www.riihimaki.fi/asu-ja-rakenna/liikenne-ja-kadut/joukkoliikenne/r-kyyti/","localServiceTransportLinks.ts","huomio","500","ok","https://www.riihimaki.fi/asu-ja-rakenna/liikenne-ja-kadut/joukkoliikenne/r-kyyti/","riihimaki.fi","riihimaki.fi","ei","RDAP 429","ei tarkistettu","","60","piilota","","","HTTP 500; HTTP 500"
"25.8.2026 klo 15.13","Paikalliset erikoislinkit","Palveluliikenne","Ruovesi palveluliikenne","https://www.ruovesi.fi/ruoveden-kunnan-asiointiliikenne-kesa-2026-16-982026","localServiceTransportLinks.ts","ok","200","ok","https://www.ruovesi.fi/ruoveden-kunnan-asiointiliikenne-kesa-2026-16-982026","ruovesi.fi","ruovesi.fi","ei","RDAP 429","huomio","Tiedotteet - Ruoveden kunta","35","tarkista","","","Sivun otsikko tai sisältö ei selvästi vastaa linkin nimeä; Sisältötarkistus vaatii huomiota"
"25.8.2026 klo 15.13","Paikalliset erikoislinkit","Palveluliikenne","Siilinjärvi palveluliikenne","https://siilinjarvi.fi/asuminen-ja-ymparisto/joukkoliikenne/","localServiceTransportLinks.ts","ok","200","ok","https://siilinjarvi.fi/asuminen-ja-ymparisto/joukkoliikenne/","siilinjarvi.fi","siilinjarvi.fi","ei","RDAP 429","huomio","Joukkoliikenne - Siilinjärven kunnan verkkosivut","35","tarkista","","","Sivun otsikko tai sisältö ei selvästi vastaa linkin nimeä; Sisältötarkistus vaatii huomiota"
"25.8.2026 klo 15.13","Paikalliset erikoislinkit","Palveluliikenne","Siuntion Avainlinjat","https://www.hsl.fi/matkustaminen/lahibussit","localServiceTransportLinks.ts","huomio","403","ok","https://www.hsl.fi/matkustaminen/lahibussit","hsl.fi","hsl.fi","ei","HSL Helsingin seudun liikenne","ei tarkistettu","","30","tarkista","","","HTTP 403; HTTP 403"
"25.8.2026 klo 15.13","Paikalliset erikoislinkit","Palveluliikenne","Sonkajärvi asiointi- ja palveluliikenne","https://www.sonkajarvi.fi/asuminen-ja-ymparisto/tiet-ja-liikenne/joukkoliikenne/","localServiceTransportLinks.ts","huomio","404","ok","https://www.sonkajarvi.fi/asuminen-ja-ymparisto/tiet-ja-liikenne/joukkoliikenne/","sonkajarvi.fi","sonkajarvi.fi","ei","RDAP 429","ei tarkistettu","","70","piilota","","","HTTP 404; HTTP 404"
"25.8.2026 klo 15.13","Paikalliset erikoislinkit","Palveluliikenne","Uurainen kutsutaksi","https://uurainen.fi/sosiaali-ja-terveyspalvelut/ikaihmiset/ennaltaehkaiseva-tyo-ja-arjen-tukeminen/","localServiceTransportLinks.ts","ok","200","ok","https://uurainen.fi/sosiaali-ja-terveyspalvelut/ikaihmiset/ennaltaehkaiseva-tyo-ja-arjen-tukeminen/","uurainen.fi","uurainen.fi","ei","RDAP 429","huomio","Ennaltaehkäisevä työ ja arjen tukeminen - Uuraisten kunta","35","tarkista","","","Sivun otsikko tai sisältö ei selvästi vastaa linkin nimeä; Sisältötarkistus vaatii huomiota"
"25.8.2026 klo 15.13","Paikalliset erikoislinkit","Palveluliikenne","Vesanto palveluliikenne","https://vesanto.fi/kuuslahti-kutsutaksi/","localServiceTransportLinks.ts","ok","200","ok","https://vesanto.fi/kuuslahti-kutsutaksi/","vesanto.fi","vesanto.fi","ei","RDAP 429","huomio","Kuuslahti/Kutsutaksi - Vesannon kunta","35","tarkista","","","Sivun otsikko tai sisältö ei selvästi vastaa linkin nimeä; Sisältötarkistus vaatii huomiota"
"25.8.2026 klo 15.13","Paikalliset erikoislinkit","Palveluliikenne","Vihti palveluliikenne","https://www.vihti.fi/kategoria/liikenne-ja-joukkoliikenne/","localServiceTransportLinks.ts","ok","200","ok","https://www.vihti.fi/kategoria/liikenne-ja-joukkoliikenne/","vihti.fi","vihti.fi","ei","RDAP 429","huomio","Liikenne ja joukkoliikenne","35","tarkista","","","Sivun otsikko tai sisältö ei selvästi vastaa linkin nimeä; Sisältötarkistus vaatii huomiota"
"25.8.2026 klo 15.13","Paikalliset erikoislinkit","Palveluliikenne","Ähtäri asiointiliikenne","https://www.petripekkala.com/asiointiliikenne.html","localServiceTransportLinks.ts","huomio","404","ok","https://www.petripekkala.com/asiointiliikenne.html","petripekkala.com","petripekkala.com","ei","Register.com - Network Solutions, LLC","ei tarkistettu","","70","piilota","","","HTTP 404; HTTP 404"
"25.8.2026 klo 15.13","Paikalliset senioripalvelut","Oman kunnan senioripalvelut","Pudasjärvi – Pudasjärven seniorisivut","https://www.pudasjarvi.fi/asuminen-ja-ymparisto/seniorit/","localSeniorLinks.ts","huomio","404","ok","https://www.pudasjarvi.fi/asuminen-ja-ymparisto/seniorit/","pudasjarvi.fi","pudasjarvi.fi","ei","RDAP 429","ei tarkistettu","","70","piilota","","","HTTP 404; HTTP 404"
"25.8.2026 klo 15.13","Paikalliset senioripalvelut","Oman kunnan senioripalvelut","Riihimäki – Avoin senioritoiminta","https://www.riihimaki.fi/ela-ja-voi-hyvin/hyvinvointi/aktiivisuutta-arkeen/avoin-senioritoiminta/","localSeniorLinks.ts","huomio","500","ok","https://www.riihimaki.fi/ela-ja-voi-hyvin/hyvinvointi/aktiivisuutta-arkeen/avoin-senioritoiminta/","riihimaki.fi","riihimaki.fi","ei","RDAP 429","ei tarkistettu","","20","tarkista","verified","A","HTTP 500; HTTP 500; Manuaalinen tila: verified"
"25.8.2026 klo 15.13","Paikalliset urheiluseurat","Joensuu","Joensuun Maila","https://joensuunmaila.fi/","localSportsClubs.ts","ok","200","ok","https://joensuunmaila.fi/","joensuunmaila.fi","joensuunmaila.fi","ei","JOENSUUN MAILA R.Y.","huomio","Joensuun Maila | Joensuun Maila","35","tarkista","","","Sivu vaikuttaa parkkisivulta tai myytävältä domainilta; Sisältötarkistus vaatii huomiota"
"25.8.2026 klo 15.13","Paikalliset urheiluseurat","Kerava","KP-75","https://www.kp-75.fi/","localSportsClubs.ts","ok","200","ok","https://www.kp-75.fi/","kp-75.fi","kp-75.fi","ei","Keravan Pallo-75","huomio","KP-75","35","tarkista","","","Sivun otsikko tai sisältö ei selvästi vastaa linkin nimeä; Sisältötarkistus vaatii huomiota"
"25.8.2026 klo 15.13","Paikalliset urheiluseurat","Keski-Uusimaa","PK Keski-Uusimaa","https://pkku.fi/","localSportsClubs.ts","ok","200","ok","https://pkku.fi/","pkku.fi","pkku.fi","ei","RDAP 429","huomio","","35","tarkista","","","HTML-sivulta ei löytynyt otsikkoa; Sivun otsikko tai sisältö ei selvästi vastaa linkin nimeä; Sisältötarkistus vaatii huomiota"
