"Päivitetty","Kunta","Varmuus","Pisteet","Nimi","URL","Kunnan sivu","HTTP","Osumat"
"12.5.2026 klo 09.11","puolanka","korkea","190","Vesijumppa senioreille alkaa 3.9 Mäntykodissa.","https://puolanka.fi/vesijumppa-senioreille-alkaa-3-9-mantykodissa/","https://puolanka.fi/","200","ohjattu liikunta; vesijumppa; jumppa; senior"
"12.5.2026 klo 09.11","puumala","keskitaso","65","sitemap","https://puumala.fi/tapahtumat/tyoikaisten-kuntojumppa/","https://puumala.fi/","200","jumppa; liikuntaneuvonta"
"12.5.2026 klo 09.11","pyhtää","ei löytynyt","0","","","https://pyhtaa.fi/","TypeError",""
"12.5.2026 klo 09.11","pyhäjoki","matala","60","Liikuntapalvelut","https://www.pyhajoki.fi/kulttuuri-ja-vapaa-aika/liikuntapalvelut","https://www.pyhajoki.fi/","200","jumppa; liikuntapalvelut; senior"
"12.5.2026 klo 09.11","pyhäjärvi","korkea","350","Ohjattu liikunta","https://www.pyhajarvi.fi/fi/ohjattu-liikunta","https://www.pyhajarvi.fi/","200","ohjattu liikunta; liikuntaryhm; ikäihmisten liikunta; vesijumppa; jumppa; liikuntaneuvonta; liikuntapalvelut"
"12.5.2026 klo 09.11","pyhäntä","ei löytynyt","0","","","https://www.pyhanta.fi/","200",""
"12.5.2026 klo 09.11","pyhäranta","ei löytynyt","0","","","https://www.pyharanta.fi/","200",""
"12.5.2026 klo 09.11","pälkäne","korkea","385","Ikäihmisten liikunta","https://www.palkane.fi/kulttuuri-ja-vapaa-aika/liikunta/ikaihmisten-liikunta/","https://www.palkane.fi/","200","liikuntaryhm; ikäihmisten liikunta; vesijumppa; jumppa; terveysliikunta; liikuntaneuvonta; liikuntapalvelut; senior"
"12.5.2026 klo 09.11","pöytyä","keskitaso","95","Ajankohtaista","https://www.poytya.fi/ajankohtaista/liikuntatoimen-kesaliikuntaryhmat-starttavat-jo-toukokuussa-/","https://www.poytya.fi/","200","liikuntaryhm; liikuntaneuvonta; senior"
"12.5.2026 klo 09.11","raahe","ei löytynyt","0","","","https://www.raahe.fi/","200",""
"12.5.2026 klo 09.11","raasepori","keskitaso","90","Seniorkonditionssalar","https://www.raseborg.fi/idrott-halsomotion-och-friluftsliv/idrottsplatser-och-bokningar/seniorkonditionssalar/","https://www.raseborg.fi/","200","motion; idrott; senior"
"12.5.2026 klo 09.11","raisio","matala","60","Soveltava liikunta","https://raisio.fi/fi/soveltavaliikunta","https://raisio.fi/","200","soveltava liikunta; liikunta ja ulkoilu"
"12.5.2026 klo 09.11","rantasalmi","keskitaso","95","Liikuntaneuvontaa vähän liikkuville työikäisille ja ikäihmisille","https://www.rantasalmi.fi/liikuntaneuvontaa-vahan-liikkuville-tyoikaisille-ja-ikaihmisille/","https://www.rantasalmi.fi/","200","liikuntaneuvonta; liikuntapalvelut"
"12.5.2026 klo 09.11","ranua","ei löytynyt","20","","","https://www.ranua.fi/","200",""
"12.5.2026 klo 09.11","rauma","korkea","325","Aikuiset ja seniorit","https://www.rauma.fi/kulttuuri-ja-vapaa-aika/liikunta/ohjattu-liikunta/aikuiset-ja-seniorit/","https://www.rauma.fi/","200","ohjattu liikunta; liikuntaryhm; tuolijumppa; vesijumppa; jumppa; senior"
"12.5.2026 klo 09.11","rautalampi","ei löytynyt","0","","","https://www.rautalampi.fi/","200",""
"12.5.2026 klo 09.11","rautavaara","ei löytynyt","0","","","https://www.rautavaara.fi/","200",""
"12.5.2026 klo 09.11","rautjärvi","ei löytynyt","0","","","https://www.rautjarvi.fi/","200",""
"12.5.2026 klo 09.11","reisjärvi","ei löytynyt","20","","","https://www.reisjarvi.fi/","200",""
"12.5.2026 klo 09.11","riihimäki","ei löytynyt","0","","","https://www.riihimaki.fi/","500",""
"12.5.2026 klo 09.11","ristijärvi","ei löytynyt","0","","","https://www.ristijarvi.fi/","200",""
"12.5.2026 klo 09.11","rovaniemi","korkea","540","Senioriliikunta","https://www.rovaniemi.fi/Vapaa-aika/Liikuntapalvelut/Senioriliikunta","https://www.rovaniemi.fi/","200","ohjattua liikuntaa; liikuntaryhm; senioriliikunta; tuolijumppa; vesijumppa; jumppa; soveltava liikunta; terveysliikunta; liikuntaneuvonta; liikuntapalvelut; senior"
"12.5.2026 klo 09.11","ruovesi","ei löytynyt","20","","","https://www.ruovesi.fi/","200",""
"12.5.2026 klo 09.11","rusko","matala","35","Verkkosivun näkymän koon muuttaminen","https://rusko.fi/vapaa-aika-ja-hyvinvointi/liikuntapalvelut/liikuntaneuvonta/","https://rusko.fi/","200","liikuntaneuvonta; liikuntapalvelut"
"12.5.2026 klo 09.11","rääkkylä","korkea","285","Ohjattu liikunta","https://www.raakkyla.fi/kulttuuri-ja-vapaa-aika/liikunta/ohjattu-liikunta/","https://www.raakkyla.fi/","200","ohjattu liikunta; ohjattua liikuntaa; liikuntaryhm; liikuntapalvelut; senior"
"12.5.2026 klo 09.11","saarijärvi","ei löytynyt","0","","","https://saarijarvi.fi/","200",""
"12.5.2026 klo 09.11","salla","ei löytynyt","0","","","https://www.salla.fi/","200",""
"12.5.2026 klo 09.11","salo","korkea","280","Soveltava liikunta","https://salo.fi/vapaa-aika-ja-matkailu/liikunta/ohjattuliikunta/soveltava-liikunta/","https://salo.fi/","200","ohjattu liikunta; liikuntaryhm; soveltava liikunta; liikuntaneuvonta; liikuntapalvelut"
"12.5.2026 klo 09.11","saltvik","ei löytynyt","0","","","https://www.saltvik.ax/","200",""
"12.5.2026 klo 09.11","sastamala","korkea","340","Liikuntaryhmät","https://sastamala.fi/arki-ja-vapaa-aika/liikunta/liikuntaryhmat/","https://sastamala.fi/","200","liikuntaryhm; tasapainojumppa; vesijumppa; jumppa; soveltava liikunta; liikuntaneuvonta; liikuntapalvelut; senior"
"12.5.2026 klo 09.11","sauvo","korkea","120","Liikuntaneuvonta","https://www.sauvo.fi/kulttuuri-ja-vapaa-aika/hyvinvointi/liikuntaneuvonta/","https://www.sauvo.fi/","200","liikuntaryhm; liikuntaneuvonta; liikunta ja ulkoilu"
"12.5.2026 klo 09.11","savonlinna","korkea","260","Liikuntaneuvonta Savonlinnassa","https://www.savonlinna.fi/asukas/liikunta-ja-ulkoilu/liikuntaneuvonta/","https://www.savonlinna.fi/","200","liikuntaryhm; tuolijumppa; jumppa; liikuntaneuvonta; liikuntapalvelut; liikunta ja ulkoilu"
"12.5.2026 klo 09.11","savukoski","korkea","145","Kevään 2026 liikuntaryhmät","https://www.savukoski.fi/news-article/liikuntapalvelut/","https://www.savukoski.fi/","200","liikuntaryhm; jumppa; liikuntapalvelut"
"12.5.2026 klo 09.11","seinäjoki","korkea","440","Vertaisohjaaja liikuntaryhmät","https://www.seinajoki.fi/kulttuuri-ja-liikunta/liikunta/ohjattuliikunta/vertaisohjaaja-liikuntaryhmat/","https://www.seinajoki.fi/","200","ohjattu liikunta; liikuntaryhm; tuolijumppa; vesijumppa; jumppa; soveltava liikunta; liikuntaneuvonta; liikuntapalvelut; senior"
"12.5.2026 klo 09.11","sievi","korkea","310","Työttömien ohjattu liikunta keskiviikkoisin","https://www.sievi.fi/tapahtuma/tyottomien-ohjattu-liikunta-keskiviikkoisin","https://www.sievi.fi/","200","ohjattu liikunta; ohjattua liikuntaa; liikuntaryhm; liikuntaneuvonta; liikuntapalvelut; senior"
"12.5.2026 klo 09.11","siikainen","ei löytynyt","10","","","https://siikainen.fi/","200",""
"12.5.2026 klo 09.11","siikajoki","matala","45","Liikuntaneuvonta","https://www.siikajoki.fi/liikuntaneuvonta","https://www.siikajoki.fi/","200","liikuntaneuvonta; senior"
"12.5.2026 klo 09.11","siikalatva","korkea","360","Ohjattua liikuntaa","https://siikalatva.fi/vapaa-aika/liikuntapalvelut/ohjattua-liikuntaa/","https://siikalatva.fi/","200","ohjattua liikuntaa; liikuntaryhm; senioriliikunta; tuolijumppa; jumppa; liikuntapalvelut; senior"
"12.5.2026 klo 09.11","siilinjärvi","korkea","320","Liikuntaneuvonta","https://siilinjarvi.fi/hyvinvointi-ja-vapaa-aika/liikuntapalvelut/terveys-ja-erityisliikunta/liikuntaneuvonta/","https://www.siilinjarvi.fi/","200","liikuntaryhm; ikääntyneiden liikunta; jumppa; erityisliikunta; liikuntaneuvonta; liikuntapalvelut; senior"
"12.5.2026 klo 09.11","simo","matala","40","Liikunta- ja terveyspalvelujen tueksi: Kaikille sopivat jumppaohjeet videomuodossa","https://www.simo.fi/ajankohtaista/liikunta-ja-terveyspalvelujen-tueksi-kaikille-sopivat-jumppaohjeet-videomuodossa/","https://www.simo.fi/","200","jumppa"
"12.5.2026 klo 09.11","sipoo","ei löytynyt","10","","","https://www.sipoo.fi/","200",""
"12.5.2026 klo 09.11","siuntio","korkea","380","Ohjattu ja opastettu liikunta","https://www.siuntio.fi/vapaa-aika-ja-liikunta/liikunta-ja-ulkoilu/ohjattua-liikuntaa/","https://www.siuntio.fi/","200","ohjattua liikuntaa; liikuntaryhm; tuolijumppa; vesijumppa; jumppa; liikuntaneuvonta; liikunta ja ulkoilu; senior"
"12.5.2026 klo 09.11","sodankylä","korkea","150","Ohjattu liikunta","https://www.sodankyla.fi/vapaa-aika-ja-hyvinvointi/liikunta/ohjattu-liikunta/","https://www.sodankyla.fi/","200","ohjattu liikunta; vesijumppa; jumppa"
"12.5.2026 klo 09.11","soini","ei löytynyt","0","","","https://soini.fi/","200",""
"12.5.2026 klo 09.11","somero","korkea","600","Ohjattua liikuntaa kev&auml;&auml;ll&auml; 2026","https://www.somero.fi/vapaa-aika-ja-matkailu/liikunta-ja-ulkoilu/ohjattua-liikuntaa/","https://www.somero.fi/","200","ohjattua liikuntaa; liikuntaryhm; senioriliikunta; tuolijumppa; tasapainojumppa; vesijumppa; jumppa; soveltava liikunta; liikuntaneuvonta; liikuntapalvelut; liikunta ja ulkoilu; senior"
"12.5.2026 klo 09.11","sotkamo","korkea","160","Liikuntaneuvonta - Sotkamo","https://www.sotkamo.fi/vapaa-aika-ja-liikunta/liikuntapalvelut/liikuntaneuvonta/","https://www.sotkamo.fi/","200","tuolijumppa; jumppa; liikuntaneuvonta; liikuntapalvelut"
"12.5.2026 klo 09.11","sottunga","ei löytynyt","0","","","https://www.sottunga.ax/","200",""
"12.5.2026 klo 09.11","sulkava","matala","55","Liikuntaneuvontaa Sulkavalla","https://sulkava.fi/liikuntaneuvontaa-sulkavalla/","https://sulkava.fi/","200","liikuntaneuvonta"
"12.5.2026 klo 09.11","sund","ei löytynyt","0","","","https://www.sund.ax/","200",""
"12.5.2026 klo 09.11","suonenjoki","korkea","240","Kauden 2024-2025 liikuntaryhmiin ilmoittautuminen alkaa elokuussa","https://suonenjoki.fi/kauden-2024-2025-liikuntaryhmiin-ilmoittautuminen-alkaa-elokuussa/","https://suonenjoki.fi/","200","liikuntaryhm; vesijumppa; jumppa; soveltava liikunta; liikuntaneuvonta"
"12.5.2026 klo 09.11","sysmä","matala","55","Liikuntaneuvonta","https://sysma.fi/liikuntaneuvontaa/","https://sysma.fi/","200","liikuntaneuvonta; liikuntapalvelut"
"12.5.2026 klo 09.11","säkylä","korkea","235","Liikuntaneuvonta","https://www.sakyla.fi/vapaa-aika/liikuntapalvelut/liikuntaneuvonta/","https://www.sakyla.fi/","200","ohjatut liikuntaryhm; liikuntaryhm; terveysliikunta; liikuntaneuvonta; liikuntapalvelut"
"12.5.2026 klo 09.11","taivalkoski","ei löytynyt","0","","","https://www.taivalkoski.fi/","200",""
"12.5.2026 klo 09.11","taivassalo","korkea","220","Liikuntaryhmät","https://www.taivassalo.fi/vapaa-aika/liikunta/liikuntaryhmat","https://www.taivassalo.fi/","200","liikuntaryhm; tuolijumppa; jumppa; liikuntaneuvonta; senior"
"12.5.2026 klo 09.11","tammela","korkea","195","Erityisliikunta","https://www.tammela.fi/kulttuuri-vapaa-aika-ja-liikunta/liikuntapalvelut/erityisliikunta","https://www.tammela.fi/","200","tuolijumppa; jumppa; erityisliikunta; liikuntapalvelut; senior"
"12.5.2026 klo 09.11","tampere","keskitaso","90","Tukea liikuntaneuvonnasta","https://www.tampere.fi/liikunta/tukea-liikuntaneuvonnasta","https://www.tampere.fi/","200","liikuntaryhm; liikuntaneuvonta"
"12.5.2026 klo 09.11","tervo","matala","40","Liikunta ja ulkoilu - Tervo","https://www.tervo.fi/fi/liikuntapalvelut","https://www.tervo.fi/","200","liikuntapalvelut; liikunta ja ulkoilu"
"12.5.2026 klo 09.11","tervola","ei löytynyt","20","","","https://tervola.fi","200",""
"12.5.2026 klo 09.11","teuva","ei löytynyt","30","","","https://teuva.fi/","200",""
"12.5.2026 klo 09.11","tohmajärvi","ei löytynyt","20","","","https://www.tohmajarvi.fi/","200",""
"12.5.2026 klo 09.11","toholampi","keskitaso","100","Senioreiden kuntokortit ja erityisliikuntakortit saatavilla tammikuussa","https://www.toholampi.fi/erityisliikuntakortit-ja-senioreiden-kuntokortit-saatavilla/","https://www.toholampi.fi/","200","erityisliikunta; liikuntaneuvonta; senior"
"12.5.2026 klo 09.11","toivakka","matala","45","Liikuntaneuvonta","https://www.toivakka.fi/vapaa-aika-ja-kulttuuri/hyvinvointi/liikuntaneuvonta/","https://www.toivakka.fi/","200","liikuntaneuvonta; senior"
"12.5.2026 klo 09.11","tornio","korkea","210","Soveltava liikunta","https://www.tornio.fi/kulttuuri-ja-vapaa-aika/liikunta/soveltavaliikunta/","https://www.tornio.fi/","200","liikuntaryhm; tuolijumppa; jumppa; soveltava liikunta; senior"
"12.5.2026 klo 09.11","turku","korkea","360","Aikuisten soveltava liikunta","https://www.turku.fi/liikunta/aikuisten-soveltava-liikunta","https://turku.fi","200","ohjattu liikunta; liikuntaryhm; vesijumppa; jumppa; soveltava liikunta; liikuntaneuvonta; liikuntapalvelut; senior"
"12.5.2026 klo 09.11","tuusniemi","matala","45","Asahi-terveysliikuntatuokio - Tapahtumat - Tuusniemi","https://www.tuusniemi.fi/-/asahi-terveysliikuntatuokio","https://www.tuusniemi.fi/","200","terveysliikunta"
"12.5.2026 klo 09.11","tuusula","korkea","435","Ohjattu liikunta","https://tuusula.fi/etusivu/kulttuuri-ja-vapaa-aika/liikunta/ohjattu-liikunta/","https://www.tuusula.fi/","200","ohjattu liikunta; liikuntaryhm; ikäihmisten liikunta; vesijumppa; jumppa; soveltava liikunta; terveysliikunta; liikuntapalvelut; senior"
"12.5.2026 klo 09.11","tyrnävä","korkea","205","Soveltava liikunta - Tyrnävän kunta","https://www.tyrnava.fi/kulttuuri-ja-vapaa-aika/liikuntapalvelut/liikuntatarjonta/soveltava-liikunta.html","https://www.tyrnava.fi/","200","liikuntaryhm; soveltava liikunta; liikuntaneuvonta; liikuntapalvelut; senior"
"12.5.2026 klo 09.11","ulvila","korkea","145","Liikuntaneuvonta","https://www.ulvila.fi/palvelut-ja-asuminen/vapaa-aikapalvelut/liikuntapalvelut/liikuntaneuvonta/","https://www.ulvila.fi/","200","liikuntaryhm; liikuntaneuvonta; liikuntapalvelut"
"12.5.2026 klo 09.11","urjala","matala","50","Liikuntaneuvonta","https://www.urjala.fi/ela-ja-voi-hyvin/liikunta-ja-ulkoilu/liikuntaneuvonta/","https://www.urjala.fi/","200","liikuntaneuvonta; liikunta ja ulkoilu"
