"Päivitetty","Kunta","Varmuus","Pisteet","Nimi","URL","Kunnan sivu","HTTP","Osumat"
"12.5.2026 klo 09.11","kemijärvi","matala","55","Liikuntaneuvonta","https://kemijarvi.fi/vapaa-aika-ja-matkailu/kemijarven-liikuntapalvelut/liikuntaneuvonta/","https://kemijarvi.fi/","200","liikuntaneuvonta; liikuntapalvelut"
"12.5.2026 klo 09.11","keminmaa","ei löytynyt","0","","","https://www.keminmaa.fi/","200",""
"12.5.2026 klo 09.11","kemiönsaari","korkea","295","Liikunta","https://www.kemionsaari.fi/vapaa-aika-ja-kulttuuri/urheilu-liikunta/liikunta/","https://en.kimitoon.fi/","200","ohjattu liikunta; liikuntaryhm; senioreiden liikunta; soveltava liikunta; senior"
"12.5.2026 klo 09.11","kempele","korkea","410","Senioreiden liikuntaryhmät","https://kempele.fi/liikunta-ja-ulkoilu/liikuntapalvelut/senioreiden-liikuntaryhmat/","https://www.kempele.fi/","200","liikuntaryhm; senioreiden liikunta; tuolijumppa; jumppa; soveltava liikunta; liikuntaneuvonta; liikuntapalvelut; liikunta ja ulkoilu; senior"
"12.5.2026 klo 09.11","kerava","ei löytynyt","0","","","https://www.kerava.fi","500",""
"12.5.2026 klo 09.11","keuruu","korkea","230","Aikuisten ja senioreiden liikuntaneuvonta","https://keuruu.fi/vapaa-aika-ja-matkailu/liikunta/liikuntaneuvonta/aikuisten-ja-senioreiden-liikuntaneuvonta/","https://www.keuruu.fi/","200","senioreiden liikunta; vesijumppa; jumppa; liikuntaneuvonta; senior"
"12.5.2026 klo 09.11","kinnula","matala","55","Liikuntaneuvonta - Kinnulan kunta","https://www.kinnula.fi/hyvinvointi-liikunta-ja-sote-palvelut/liikuntapalvelut/liikuntaneuvonta.html","https://www.kinnula.fi/","200","liikuntaneuvonta; liikuntapalvelut"
"12.5.2026 klo 09.11","kirkkonummi","korkea","450","Soveltava liikunta","https://kyrkslatt.fi/liikunta/ohjattu-liikunta/soveltava-liikunta/","https://www.kyrkslatt.fi/","200","ohjattu liikunta; liikuntaryhm; tuolijumppa; vesijumppa; jumppa; soveltava liikunta; motion; idrott; senior"
"12.5.2026 klo 09.11","kitee","korkea","320","Ohjattu liikunta","https://www.kitee.fi/ohjattu-liikunta","https://www.kitee.fi/","200","ohjattu liikunta; liikuntaryhm; tuolijumppa; jumppa; liikuntapalvelut; liikunta ja ulkoilu; senior"
"12.5.2026 klo 09.11","kittilä","ei löytynyt","0","","","https://kittila.fi/","200",""
"12.5.2026 klo 09.11","kiuruvesi","korkea","475","Ohjatut liikuntaryhmät 2025-2026","https://kiuruvesi.fi/palvelut/liikunta-ja-ulkoilu/ohjatut-liikuntaryhmat-2024-2025/","https://www.kiuruvesi.fi/","200","ohjatut liikuntaryhm; liikuntaryhm; tuolijumppa; vesijumppa; jumppa; erityisliikunta; terveysliikunta; liikuntapalvelut; liikunta ja ulkoilu; senior"
"12.5.2026 klo 09.11","kivijärvi","ei löytynyt","0","","","https://www.kivijarvi.fi/","200",""
"12.5.2026 klo 09.11","kokemäki","korkea","360","Ohjattu liikunta","https://kokemaki.fi/vapaa-aika/liikunta/ohjattu-liikunta/","https://kokemaki.fi/","200","ohjattu liikunta; liikuntaryhm; tuolijumppa; vesijumppa; jumppa; liikuntaneuvonta; liikuntapalvelut"
"12.5.2026 klo 09.11","kokkola","korkea","470","Soveltava liikunta","https://www.kokkola.fi/vapaa-aika/liikunta/ohjattu-liikunta/soveltava-liikunta/","https://www.kokkola.fi/","200","ohjattu liikunta; ohjatut liikuntaryhm; liikuntaryhm; vesijumppa; jumppa; soveltava liikunta; erityisliikunta; liikuntapalvelut; senior"
"12.5.2026 klo 09.11","konnevesi","matala","40","Liikuntaneuvonta","https://konnevesi.fi/vapaa-aika-ja-kulttuuri/vapaa-aika/liikuntaneuvonta/","https://konnevesi.fi/","200","liikuntaneuvonta"
"12.5.2026 klo 09.11","kontiolahti","korkea","455","Ohjattu liikunta","https://www.kontiolahti.fi/ohjattu-liikunta","https://www.kontiolahti.fi/","200","ohjattu liikunta; liikuntaryhm; tuolijumppa; jumppa; soveltava liikunta; terveysliikunta; liikuntaneuvonta; liikunta ja ulkoilu; senior"
"12.5.2026 klo 09.11","korsnäs","keskitaso","80","Motion och idrottsanläggningar","https://www.korsnas.fi/bibliotek-kultur-och-fritid/motion-och-idrottsanlaggningar/","https://www.korsnas.fi/","200","motion; idrott"
"12.5.2026 klo 09.11","koski tl","korkea","110","Erityisliikuntakortti &#8211; Koski","https://koski.fi/vapaa-aika/erityisliikuntakortti/","https://koski.fi/","200","erityisliikunta; liikuntaneuvonta; liikuntapalvelut"
"12.5.2026 klo 09.11","kotka","korkea","180","Liikuntapalveluiden ohjatut liikuntaryhmät","https://www.kotka.fi/vapaa-aika/liikunta/liikuntaryhmat/","https://www.kotka.fi/","200","ohjatut liikuntaryhm; liikuntaryhm; erityisliikunta"
"12.5.2026 klo 09.11","kouvola","korkea","480","Liikuntaneuvonta","https://www.kouvola.fi/vapaa-aika/liikunta/liikkumaan/liikuntaneuvonta/","https://www.kouvola.fi/","200","ohjattu liikunta; liikuntaryhm; ikääntyneiden liikunta; vesijumppa; jumppa; erityisliikunta; liikuntaneuvonta; liikuntapalvelut; liikunta ja ulkoilu; senior"
"12.5.2026 klo 09.11","kristiinankaupunki","keskitaso","90","Idrott och simhall","https://www.kristinestad.fi/fritid/idrott-och-motion","https://www.kristinestad.fi/","200","motion; idrott; senior"
"12.5.2026 klo 09.11","kruunupyy","ei löytynyt","0","","","https://www.kronoby.fi/","200",""
"12.5.2026 klo 09.11","kuhmo","korkea","270","Terveysliikunta","https://www.kuhmo.fi/kulttuuri-ja-vapaa-aika/liikunta/liikuntaneuvonta/terveysliikunta/","https://www.kuhmo.fi/","200","liikuntaryhm; tuolijumppa; jumppa; terveysliikunta; liikuntaneuvonta; senior"
"12.5.2026 klo 09.11","kuhmoinen","korkea","135","This site requires javascript","https://www.kuhmoinen.fi/tapahtumat/Liikuntatapahtumat/198%20-%20Tuolijumppa","https://www.kuhmoinen.fi/","200","tuolijumppa; jumppa"
"12.5.2026 klo 09.11","kumlinge","ei löytynyt","0","","","https://www.kumlinge.ax/","200",""
"12.5.2026 klo 09.11","kuopio","korkea","380","Vertaisohjatut liikuntaryhmät","https://www.kuopio.fi/vapaa-aika-ja-hyvinvointi/liikkuva-kuopio/vertaisohjattu-liikunta/vertaisohjatut-liikuntarymat/","https://www.kuopio.fi/","200","ohjattu liikunta; ohjatut liikuntaryhm; liikuntaryhm; tuolijumppa; vesijumppa; jumppa"
"12.5.2026 klo 09.11","kuortane","matala","40","Jumppalauantai","https://kuortane.fi/tapahtuma/8301209-jumppalauantai/","https://kuortane.fi/","200","jumppa"
"12.5.2026 klo 09.11","kurikka","korkea","460","Soveltavan liikunnan ohjattu liikunta","https://kurikka.fi/vapaa-aika-ja-matkailu/liikunta/soveltava-liikunta/erityisryhmien-ohjattu-liikunta/","https://kurikka.fi/","200","ohjattu liikunta; ohjattua liikuntaa; ikäihmisten liikunta; vesijumppa; jumppa; soveltava liikunta; liikuntaneuvonta; liikuntapalvelut; senior"
"12.5.2026 klo 09.11","kustavi","keskitaso","75","Liikuntaneuvonta","https://kustavi.fi/hyvinvointi/liikunta-ja-ulkoilu/liikuntaneuvonta/","https://kustavi.fi/","200","liikuntaneuvonta; liikunta ja ulkoilu; senior"
"12.5.2026 klo 09.11","kuusamo","ei löytynyt","0","","","https://www.kuusamo.fi/","500",""
"12.5.2026 klo 09.11","kyyjärvi","ei löytynyt","0","","","https://www.kyyjarvi.fi/","200",""
"12.5.2026 klo 09.11","kärkölä","korkea","305","Liikuntaryhmät","https://karkola.fi/vapaa-aika/liikunta/liikuntaryhmat/","https://www.karkola.fi","200","liikuntaryhm; tuolijumppa; vesijumppa; jumppa; liikuntaneuvonta; liikuntapalvelut; senior"
"12.5.2026 klo 09.11","kärsämäki","ei löytynyt","0","","","https://karsamaki.fi/","200",""
"12.5.2026 klo 09.11","kökar","ei löytynyt","0","","","https://www.kokar.ax/","200",""
"12.5.2026 klo 09.11","lahti","korkea","335","Ohjattu liikunta ja liikuntaneuvonta","https://www.lahti.fi/vapaa-aika/liikunta-ja-ulkoilu/ohjattu-liikunta-ja-liikuntaneuvonta/","https://www.lahti.fi/","200","ohjattu liikunta; ohjattua liikuntaa; liikuntaryhm; liikuntaneuvonta; liikuntapalvelut; liikunta ja ulkoilu"
"12.5.2026 klo 09.11","laihia","korkea","300","Ohjattu liikunta","https://laihia.fi/hyvinvointi-ja-vapaa-aika/liikunta/ohjattu-liikunta/","https://laihia.fi/","200","ohjattu liikunta; liikuntaryhm; vesijumppa; jumppa; liikuntapalvelut; senior"
"12.5.2026 klo 09.11","laitila","ei löytynyt","20","","","https://www.laitila.fi/","200",""
"12.5.2026 klo 09.11","lapinjärvi","korkea","205","Liikuntaneuvonta","https://lapinjarvi.fi/kulttuuri-ja-vapaa-aika/liikunta-ja-ulkoilu/liikuntaneuvonta/","https://lapinjarvi.fi/","200","liikuntaryhm; ikääntyneiden liikunta; liikuntaneuvonta; liikunta ja ulkoilu"
"12.5.2026 klo 09.11","lappajärvi","korkea","210","Liikuntaneuvonta","https://lappajarvi.fi/kulttuuri-ja-vapaa-aika/liikuntaneuvonta/","https://lappajarvi.fi/","200","tuolijumppa; jumppa; terveysliikunta; liikuntaneuvonta; liikuntapalvelut"
"12.5.2026 klo 09.11","lappeenranta","korkea","175","Suosikit","https://lappeenranta.fi/fi/kulttuuri-ja-liikunta/liikunta/ohjattu-liikunta/terveysliikunta-syksy-2025/ohjattujen-liikuntaryhmien-tuntikuvaukset","https://lappeenranta.fi/","200","ohjattu liikunta; liikuntaryhm; terveysliikunta"
"12.5.2026 klo 09.11","lapua","korkea","395","Ohjattu liikunta","https://lapua.fi/kulttuuri-vapaa-aika-ja-matkailu/liikuntapalvelut/ohjattu-liikunta/erityisryhmien-toiminta/","https://lapua.fi/","200","ohjattu liikunta; liikuntaryhm; tuolijumppa; jumppa; soveltava liikunta; terveysliikunta; liikuntapalvelut; senior"
"12.5.2026 klo 09.11","laukaa","korkea","355","Ohjattu liikunta","https://www.laukaa.fi/vapaa-aika/liikunta/ohjattu-liikunta/","https://www.laukaa.fi/","200","ohjattu liikunta; liikuntaryhm; ikäihmisten liikunta; soveltava liikunta; liikuntaneuvonta; liikuntapalvelut; senior"
"12.5.2026 klo 09.11","lemi","ei löytynyt","0","","","https://lemi.fi/","200",""
"12.5.2026 klo 09.11","lemland","ei löytynyt","0","","","https://www.lemland.ax/","200",""
"12.5.2026 klo 09.11","lempäälä","korkea","290","Ohjattu ryhmäliikunta","https://www.lempaala.fi/hyvinvointi-ja-vapaa-aika/liikunta-ja-ulkoilu/ohjattu-liikunta/","https://www.lempaala.fi/","200","ohjattu liikunta; liikuntaryhm; soveltava liikunta; liikuntaneuvonta; liikuntapalvelut; liikunta ja ulkoilu"
"12.5.2026 klo 09.11","leppävirta","ei löytynyt","0","","","https://leppavirta.fi/","200",""
"12.5.2026 klo 09.11","lestijärvi","ei löytynyt","0","","","https://lestijarvi.fi/","200",""
"12.5.2026 klo 09.11","lieksa","keskitaso","75","Liikun­ta­pal­ve­lut","https://www.lieksa.fi/vapaa-aika-kulttuuri-ja-matkailu/liikunta-ja-vapaa-aika/liikuntapalvelut/","https://www.lieksa.fi/","200","jumppa; liikuntapalvelut"
"12.5.2026 klo 09.11","lieto","korkea","250","Tuolijumppa senioreille Ruskassa","https://lieto.fi/lieto/tapahtumat/tuolijumppa-senioreille-ruskassa-13/","https://lieto.fi/","200","senioriliikunta; tuolijumppa; jumppa; liikuntapalvelut; senior"
"12.5.2026 klo 09.11","liminka","korkea","255","Soveltava liikunta","https://www.liminka.fi/kulttuuri-ja-vapaa-aika/liikuntapalvelut/soveltava-liikunta/","https://www.liminka.fi/","200","tuolijumppa; tasapainojumppa; jumppa; soveltava liikunta; liikuntapalvelut; senior"
"12.5.2026 klo 09.11","liperi","korkea","350","Ohjattu liikunta","https://www.liperi.fi/vapaa-aika/liikunta-ja-ulkoilu/ohjattu-liikunta/","https://www.liperi.fi/","200","ohjattu liikunta; liikuntaryhm; vesijumppa; jumppa; liikuntaneuvonta; liikuntapalvelut; liikunta ja ulkoilu"
"12.5.2026 klo 09.11","lohja","korkea","150","Senioriliikunta","https://www.lohja.fi/kulttuuri-vapaa-aika-liikunta/liikunta/senioriliikunta/","https://www.lohja.fi/","200","senioriliikunta; jumppa; liikuntapalvelut; senior"
"12.5.2026 klo 09.11","loimaa","korkea","485","Ohjattu liikunta","https://www.loimaa.fi/vapaa-aika/liikunta/ohjattu-liikunta/","https://www.loimaa.fi/","200","ohjattu liikunta; liikuntaryhm; ikäihmisten liikunta; jumppa; soveltava liikunta; erityisliikunta; terveysliikunta; liikuntaneuvonta; liikuntapalvelut; senior"
"12.5.2026 klo 09.11","loppi","ei löytynyt","0","","","https://www.loppi.fi/","500",""
"12.5.2026 klo 09.11","loviisa","ei löytynyt","0","","","https://www.loviisa.fi/","200",""
"12.5.2026 klo 09.11","luhanka","ei löytynyt","0","","","https://www.luhanka.fi/","200",""
"12.5.2026 klo 09.11","lumijoki","korkea","150","Tuolijumppa","https://www.lumijoki.fi/event/tuolijumppa-4-2-2-2-2/","https://www.lumijoki.fi/","200","tuolijumppa; jumppa; liikuntaneuvonta; senior"
"12.5.2026 klo 09.11","lumparland","ei löytynyt","0","","","https://www.lumparland.ax/","200",""
"12.5.2026 klo 09.11","luoto","keskitaso","105","Larsmo","https://larsmo.fi/kultur-och-fritid/idrott-och-motion/","https://larsmo.fi/","200","motion; idrott; senior"
"12.5.2026 klo 09.11","maalahti","keskitaso","80","Bokningar","https://www.malax.fi/fritid-och-kultur/idrott-motion-och-friluftsliv/boka-utrymme/bokningar-och-avgifter","https://www.malax.fi/","200","motion; idrott"
"12.5.2026 klo 09.11","maarianhamina","keskitaso","105","Motion och friluftsliv","https://www.mariehamn.ax/idrott-och-fritid/motion-och-friluftsliv","https://www.mariehamn.ax/fi","200","motion; idrott; senior"
"12.5.2026 klo 09.11","marttila","keskitaso","90","Liikuntasaliryhmät &#8211; Marttilan kunta","https://marttila.fi/vapaa-aika-ja-hyvinvointi/liikunta/liikuntasali-ryhmat/","https://marttila.fi/","200","liikuntaryhm; jumppa"
"12.5.2026 klo 09.11","masku","korkea","110","Saattajakortti ja soveltava liikunta","https://masku.fi/vapaa-aika-ja-hyvinvointi/liikunta/soveltava-liikunta","https://www.masku.fi/","200","soveltava liikunta; liikuntaneuvonta; liikuntapalvelut"
"12.5.2026 klo 09.11","merijärvi","ei löytynyt","20","","","https://www.merijarvi.fi/","200",""
"12.5.2026 klo 09.11","merikarvia","korkea","240","Hae sivustolta","https://merikarvia.fi/vapaa-aika-ja-hyvinvointi/hyvinvointipalvelut/liikuntapalvelut/","https://merikarvia.fi/","200","ohjatut liikuntaryhm; liikuntaryhm; soveltava liikunta; liikuntaneuvonta; liikuntapalvelut"
"12.5.2026 klo 09.11","miehikkälä","ei löytynyt","0","","","https://www.miehikkala.fi/","200",""
"12.5.2026 klo 09.11","mikkeli","ei löytynyt","0","","","https://mikkeli.fi/","200",""
"12.5.2026 klo 09.11","muhos","korkea","440","Ohjattu liikunta","https://muhos.fi/kulttuuri-ja-vapaa-aika/liikunta/ohjattu-liikunta/","https://muhos.fi/","200","ohjattu liikunta; ohjattua liikuntaa; liikuntaryhm; tuolijumppa; vesijumppa; jumppa; liikuntaneuvonta; liikuntapalvelut"
"12.5.2026 klo 09.11","multia","ei löytynyt","0","","","https://multia.fi/","200",""
"12.5.2026 klo 09.11","muonio","ei löytynyt","20","","","https://www.muonio.fi/","200",""
"12.5.2026 klo 09.11","mustasaari","keskitaso","90","Motionsidrott","https://korsholm.fi/valfard/idrottsverksamhet/motionsidrott","https://korsholm.fi/","200","motion; idrott; senior"
"12.5.2026 klo 09.11","muurame","matala","50","Liikuntaneuvonta","https://www.muurame.fi/liikuntaneuvonta/","https://www.muurame.fi/","200","liikuntaneuvonta; liikunta ja ulkoilu"
"12.5.2026 klo 09.11","mynämäki","korkea","310","Ikäihmisten liikuntaryhmät","https://www.mynamaki.fi/vapaa-aika-ja-kulttuuri/liikunta/ikaihmisten-liikunta-ja-vapaa-aika/","https://www.mynamaki.fi/","200","liikuntaryhm; ikäihmisten liikunta; tuolijumppa; vesijumppa; jumppa; soveltava liikunta; senior"
"12.5.2026 klo 09.11","myrskylä","korkea","310","Ohjatut liikuntaryhmät","https://myrskyla.fi/palvelut/hyvinvointipalvelut/liikuntapalvelut/ohjatut-liikuntaryhmat/","https://myrskyla.fi/","200","ohjatut liikuntaryhm; liikuntaryhm; tuolijumppa; jumppa; liikuntaneuvonta; liikuntapalvelut"
"12.5.2026 klo 09.11","mäntsälä","korkea","290","Liikuntaryhmät","https://www.mantsala.fi/vapaa-aika-ja-matkailu/liikunta/liikuntaryhmat/","https://www.mantsala.fi/","200","liikuntaryhm; tuolijumppa; vesijumppa; jumppa; liikuntaneuvonta; senior"
"12.5.2026 klo 09.11","mänttä-vilppula","ei löytynyt","10","","","https://www.manttavilppula.fi/","200",""
"12.5.2026 klo 09.11","mäntyharju","keskitaso","75","Mäntyharju","https://www.mantyharju.fi/sivut/terveys-ja-hyvinvointi/hyvinvoinnin-edistaminen/liikuntaneuvonta/","https://www.mantyharju.fi/","200","liikuntaneuvonta"
"12.5.2026 klo 09.11","naantali","korkea","360","Liikuntapalvelut työikäisille","https://www.naantali.fi/fi/kulttuuri-ja-liikunta/liikunta-ja-ulkoilu/liikuntapalvelut-tyoikaisille","https://www.naantali.fi/","200","ohjattua liikuntaa; liikuntaryhm; jumppa; soveltava liikunta; liikuntaneuvonta; liikuntapalvelut; liikunta ja ulkoilu; senior"
"12.5.2026 klo 09.11","nakkila","korkea","285","Soveltava liikunta Nakkilassa","https://nakkila.fi/palvelut/hyvinvointipalvelut/liikuntapalvelut/soveltava-liikunta-nakkilassa/","https://nakkila.fi/","200","liikuntaryhm; tuolijumppa; jumppa; soveltava liikunta; liikuntaneuvonta; liikuntapalvelut"
"12.5.2026 klo 09.11","nivala","ei löytynyt","10","","","https://www.nivala.fi/","200",""
"12.5.2026 klo 09.11","nokia","korkea","525","Ohjattu liikunta","https://www.nokiankaupunki.fi/hyvinvointi-ja-vapaa-aika/liikunta-ja-ulkoilu/ohjattu-liikunta/","https://www.nokiankaupunki.fi/","200","ohjattu liikunta; liikuntaryhm; ikääntyneiden liikunta; tuolijumppa; vesijumppa; jumppa; soveltava liikunta; terveysliikunta; liikuntaneuvonta; liikuntapalvelut; liikunta ja ulkoilu"
"12.5.2026 klo 09.11","nousiainen","matala","40","Vahva keho jumppa, Toiminnallinen treeni, sekä kylmäuinnin kevätkauden aikataulut","https://nousiainen.fi/tiedote/vahva-keho-seka-toiminnallisen-jumpan-kevatkauden-aikataulut/","https://nousiainen.fi/","200","jumppa"
"12.5.2026 klo 09.11","nurmes","ei löytynyt","30","","","https://www.nurmes.fi/","200",""
"12.5.2026 klo 09.11","nurmijärvi","korkea","290","Soveltava liikunta","https://www.nurmijarvi.fi/kuntalaisen-palvelut/kulttuuri-ja-vapaa-aika/liikunta-ja-ulkoilu/soveltava-liikunta/","https://www.nurmijarvi.fi/","200","liikuntaryhm; ikäihmisten liikunta; jumppa; soveltava liikunta; liikuntaneuvonta; liikunta ja ulkoilu"
"12.5.2026 klo 09.11","närpiö","korkea","265","Soveltava liikunta ja senioriliikunta","https://www.narpes.fi/fi/kulttuuri-vapaa-aika-ja-nuoriso/liikunta-ja-ulkoilu/soveltava-liikunta-ja-liikunta-senioreille/","https://www.narpes.fi/","200","liikuntaryhm; senioriliikunta; soveltava liikunta; liikuntaneuvonta; motion; senior"
"12.5.2026 klo 09.11","orimattila","korkea","150","Liikuntapalvelut","https://orimattila.fi/vapaa-aika-ja-hyvinvointi/liikuntapalvelut/","https://orimattila.fi/","200","liikuntaryhm; liikuntaneuvonta; liikuntapalvelut; senior"
"12.5.2026 klo 09.11","oripää","korkea","185","Liikuntapalvelut | Orip&auml;&auml;n kunta","https://oripaa.fi/asukkaalle/hyvinvointi/liikuntapalvelut/","https://oripaa.fi/","200","tuolijumppa; jumppa; liikuntaneuvonta; liikuntapalvelut; senior"
"12.5.2026 klo 09.11","orivesi","korkea","465","Aikuisten ja senioreiden liikunta","https://orivesi.fi/asukkaalle/liikunta/ohjattu-liikunta/aikuisten-ja-senioreiden-liikunta/","https://orivesi.fi/","200","ohjattu liikunta; liikuntaryhm; senioreiden liikunta; tuolijumppa; vesijumppa; jumppa; liikuntapalvelut; senior"
"12.5.2026 klo 09.11","oulainen","korkea","395","Liikuntapalvelut","https://www.oulainen.fi/liikuntapalvelut","https://www.oulainen.fi/","200","liikuntaryhm; ikääntyneiden liikunta; vesijumppa; jumppa; soveltava liikunta; terveysliikunta; liikuntaneuvonta; liikuntapalvelut"
"12.5.2026 klo 09.11","oulu","korkea","550","Ohjattu liikunta","https://www.ouka.fi/liikuntaryhmat","https://www.ouka.fi/","200","ohjattu liikunta; ohjattua liikuntaa; liikuntaryhm; ikäihmisten liikunta; jumppa; soveltava liikunta; terveysliikunta; liikuntaneuvonta; liikuntapalvelut; senior"
"12.5.2026 klo 09.11","outokumpu","keskitaso","75","Liikuntaneuvonta","https://www.outokummunkaupunki.fi/kulttuuri-ja-vapaa-aika/liikuntapalvelut/liikuntaneuvonta/","https://www.outokummunkaupunki.fi/","200","liikuntaneuvonta; liikuntapalvelut"
"12.5.2026 klo 09.11","padasjoki","korkea","215","Liikuntaryhmät ja liikuntaneuvonta","https://www.padasjoki.fi/hyvinvointi-ja-kulttuuri/vapaa-aika-ja-liikunta/liikuntaryhmat-ja-liikuntaneuvonta","https://www.padasjoki.fi/","200","liikuntaryhm; jumppa; liikuntaneuvonta; liikuntapalvelut; senior"
"12.5.2026 klo 09.11","paimio","ei löytynyt","0","","","https://www.paimio.fi/","500",""
"12.5.2026 klo 09.11","paltamo","korkea","205","Ikäihmisten liikuntavinkit","https://www.paltamo.fi/hyvinvointi-ja-terveys/ikaihmisten-liikuntavinkit.html","https://www.paltamo.fi/","200","ikäihmisten liikunta; tuolijumppa; jumppa; liikunta ja ulkoilu; senior"
"12.5.2026 klo 09.11","parainen","korkea","150","Navigaatio","https://www.pargas.fi/sv/web/pargas/motions-radgivning","https://www.pargas.fi/","200","liikuntaneuvonta; motion; idrott; senior"
"12.5.2026 klo 09.11","parikkala","korkea","165","Parikkalan liikuntaryhmät","https://parikkala.fi/vapaa-aika/liikunta-ja-hyvinvointipalvelut/liikuntaryhmat/","https://parikkala.fi/","200","liikuntaryhm; jumppa; soveltava liikunta"
"12.5.2026 klo 09.11","parkano","ei löytynyt","0","","","https://www.parkano.fi/","200",""
"12.5.2026 klo 09.11","pedersören kunta","keskitaso","105","Minigolfplanen Axputt","https://www.pedersore.fi/sv/kultur-fritid/motion-och-friluftsliv/idrottsplatser/oevriga-idrottsplatser/minigolfplanen-axputt/","https://www.pedersore.fi/","200","motion; idrott; senior"
"12.5.2026 klo 09.11","pelkosenniemi","korkea","185","Liikuntapalvelut","https://pelkosenniemi.fi/vapaa-aika-ja-kulttuuri/harrastukset-ja-liikunta/liikuntapalvelut/","https://pelkosenniemi.fi/","200","liikuntaryhm; tasapainojumppa; jumppa; liikuntapalvelut"
"12.5.2026 klo 09.11","pello","korkea","290","Ohjattu liikunta","https://www.pello.fi/kulttuuri-ja-vapaa-aika/liikuntapalvelut/ohjattu-liikunta.html","https://www.pello.fi/","200","ohjattu liikunta; ohjattua liikuntaa; liikuntaryhm; jumppa; liikuntapalvelut; senior"
"12.5.2026 klo 09.11","perho","keskitaso","75","Erityisliikuntakortti - Perhon kunta","https://perho.com/erityisliikuntakortti/","https://perho.com/","200","erityisliikunta; liikuntaneuvonta"
"12.5.2026 klo 09.11","petäjävesi","korkea","200","Soveltava liikunta","https://www.petajavesi.fi/vapaa-aika-ja-kulttuuri/vapaa-ajan-palvelut2017/soveltava-liikunta","https://www.petajavesi.fi/","200","liikuntaryhm; soveltava liikunta; liikuntaneuvonta; liikuntapalvelut"
"12.5.2026 klo 09.11","pieksämäki","keskitaso","65","Erityisliikunta","https://www.pieksamaki.fi/tapahtumat-ja-vapaa-aika/liikunta/erityisliikunta/","https://www.pieksamaki.fi/","200","erityisliikunta; liikuntapalvelut"
"12.5.2026 klo 09.11","pielavesi","korkea","110","Liikunta- ja hyvinvointineuvonta","https://pielavesi.fi/sujuva-arki/terveys-ja-hyvinvointi/liikuntaneuvonta/","https://pielavesi.fi/","200","liikuntaneuvonta; liikunta ja ulkoilu; senior"
"12.5.2026 klo 09.11","pietarsaari","korkea","195","Pietarsaari","https://pietarsaari.fi/kulttuuri-ja-vapaa-aika/liikunta-ja-urheilu/uimahalli/erityisliikuntakortti","https://jakobstad.fi/","200","vesijumppa; jumppa; erityisliikunta; liikuntaneuvonta; senior"
"12.5.2026 klo 09.11","pihtipudas","korkea","240","Soveltava liikunta - Pihtiputaan kunta","https://pihtipudas.fi/vapaa-aika-ja-hyvinvointi/liikunta-ja-ulkoilu/soveltava-liikunta/","https://pihtipudas.fi/","200","ohjattua liikuntaa; jumppa; soveltava liikunta; erityisliikunta; liikunta ja ulkoilu"
"12.5.2026 klo 09.11","pirkkala","korkea","405","Soveltava liikunta","https://www.pirkkala.fi/liikunta/ohjatut-ryhmat/soveltava-liikunta/","https://www.pirkkala.fi/","200","liikuntaryhm; tuolijumppa; vesijumppa; jumppa; soveltava liikunta; terveysliikunta; liikuntaneuvonta; liikuntapalvelut; senior"
"12.5.2026 klo 09.11","polvijärvi","ei löytynyt","0","","","https://www.polvijarvi.fi/","200",""
"12.5.2026 klo 09.11","pomarkku","ei löytynyt","0","","","https://www.pomarkku.fi/","200",""
"12.5.2026 klo 09.11","pori","korkea","425","Kesäliikunta","https://www.pori.fi/vapaa-aika/liikunta/ohjattu-liikunta/kesaliikunta/","https://www.pori.fi/","200","ohjattu liikunta; ohjattua liikuntaa; ohjatut liikuntaryhm; liikuntaryhm; vesijumppa; jumppa; senior"
"12.5.2026 klo 09.11","pornainen","korkea","165","Ohjattu liikunta - Pornainen","https://pornainen.fi/kuntalaiset/kulttuuri-ja-vapaa-aika/liikunta-ja-ulkoilu/ohjattu-liikunta/","https://pornainen.fi","200","ohjattu liikunta; liikuntaneuvonta; liikuntapalvelut; liikunta ja ulkoilu"
"12.5.2026 klo 09.11","porvoo","korkea","145","Liikuntaneuvonta","https://www.porvoo.fi/kulttuuri-ja-vapaa-aika/liikunta-ja-ulkoilu/liikuntaa-ohjatusti-ja-omatoimisesti/liikuntaneuvonta/","https://www.porvoo.fi/","200","liikuntaryhm; jumppa; liikuntaneuvonta; liikunta ja ulkoilu"
"12.5.2026 klo 09.11","posio","keskitaso","90","Liikuntapalvelut","https://www.posio.fi/vapaa-aika/liikunta/liikuntapalvelut/","https://www.posio.fi/","200","ohjattua liikuntaa; liikuntapalvelut"
"12.5.2026 klo 09.11","pudasjärvi","korkea","305","Liikuntaryhmät","https://www.pudasjarvi.fi/liikuntapalvelut/liikuntatarjonta/","https://www.pudasjarvi.fi/","200","liikuntaryhm; tuolijumppa; vesijumppa; jumppa; liikuntaneuvonta; liikuntapalvelut; senior"
"12.5.2026 klo 09.11","pukkila","korkea","125","Tapahtumat","https://www.pukkila.fi/tapahtumat/?eventid=518&newstitle=Aivojumppa","https://www.pukkila.fi/","200","jumppa; liikuntaneuvonta; liikuntapalvelut; senior"
"12.5.2026 klo 09.11","punkalaidun","korkea","210","Evästeasetukset","https://www.punkalaidun.fi/sivu.tmpl?sivu_id=12249","https://www.punkalaidun.fi/","200","liikuntaryhm; vesijumppa; jumppa; liikuntaneuvonta; senior"
